Head/VP/GM-Finance/Audit,272
Content Developer,273
Head/VP/GM-CFO/Financial Controller,274
Software Developer,275
Sales Executive/Officer,276
Software Developer,277
Software Developer,278
Team Lead/Technical Lead,279
Sales/Business Development Manager,280
Software Developer,281
Associate/Senior Associate -(NonTechnical),282
Sales Executive/Officer,283
Recruitment Executive,284
Technical Architect,285
Branch Manager,286
Sales Executive/Officer,287
Purchase/Vendor Development Manager,288
Software Developer,289
Other,290
Sales/Business Development Manager,291
Associate/Senior Associate -(Technical),292
Service/Maintenance Engineer,293
Associate/Senior Associate -(NonTechnical),294
Associate/Senior Associate -(NonTechnical),295
Associate/Senior Associate -(Technical),296
Head/VP/GM-Production/Manufacturing/Maintenance,297
Software Developer,298
Sales/Business Development Manager,299
Team Lead/Technical Lead,300
Senior Design Engineer,301
Purchase/Vendor Development Manager,302
Sales/Business Development Manager,303
Associate/Senior Associate -(Technical),304
Front Office/Guest Relations Executive/Manager,305
Software Developer,306
Software Developer,307
Head/VP/GM-Operations,308
Recruitment Executive,309
Software Developer,310
Counter Sales,311
Associate/Senior Associate -(NonTechnical),312
Team Lead/Technical Lead,313
Physics Teacher,314
Sales/Business Development Manager,315
Design Engineer,316
Recruitment Executive,317
Accounts Executive/Accountant,318
Software Developer,319
Sales/Business Development Manager,320
Logistics Executive,321
Software Developer,322
Software Developer,323
Technical Architect,324
Sales/Business Development Manager,325
Accounts Executive/Accountant,326
Architect,327
Senior Design Engineer,328
Purchase Executive,329
Software Developer,330
Quality Assurance/Quality Control Manager,331
Technical Support Engineer,332
Sales/Business Development Manager,333
Team Lead/Technical Lead,334
DBA,335
Pharmacist/Chemist/Bio Chemist,336
Sales/Business Development Manager,337
Technical / Process Trainer,338
Project Manager-Production/Manufacturing/Maintenance,339
Associate/Senior Associate -(NonTechnical),340
Customer Support Engineer/Technician,341
System Administrator,342
Purchase/Vendor Development Manager,343
Associate/Senior Associate -(NonTechnical),344
Graphic/Web Designer,345
Associate/Senior Associate -(NonTechnical),346
Project Manager-IT/Software,347
Software Developer,348
Subject Matter Expert,349
Branch Manager/Regional Manager,350
Product/Brand Manager,351
Functional Outside Consultant,352
Safety Officer/Manager,353
Software Developer,354
"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent",355
Customer Support Engineer/Technician,356
Associate/Senior Associate -(NonTechnical),357
Data Analyst,358
Software Developer,359
Recruitment Executive,360
Service/Maintenance Engineer,361
Sales/Business Development Manager,362
Accounts Executive/Accountant,363
Tour Management Manager/Senior Manager,364
Maintenance Engineer,365
"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other",366
Head/VP/GM-Recruitment,367
Lecturer/Professor,368
Sales/Business Development Manager,369
Head/VP/GM-Operations,370
Sales Executive/Officer,371
Business Analyst,372
Software Developer,373
Head/VP/GM-Regulatory Affairs,374
Business Analyst,375
Factory Head,376
Architect,377
Sales Executive/Officer,378
Fresher,379
Head/VP/GM-HR,380
Sales/Business Development Manager,381
Housekeeping Executive/Assistant.,382
Accounts Executive/Accountant,383
HR Manager,384
System Analyst,385
Accounts Executive/Accountant,386
Team Lead/Technical Lead,387
Technical Support Engineer,388
Software Developer,389
Software Developer,390
Technical Lead/Project Lead,391
Business Analyst,392
Technical Architect,393
Head/VP/GM/National Manager -Sales,394
Intern,395
Outside Technical Consultant,396
Sales/Business Development Manager,397
Head/VP/GM/National Manager -Sales,398
Production Manager,399
Software Developer,400
Social Media Marketing Manager,401
Recruitment Executive,402
Outside Consultant,403
IT/Networking-Manager,404
Marketing Manager,405
Software Developer,406
Software Developer,407
Technical Support Engineer,408
Software Developer,409
Pre Sales Consultant,410
Head/VP/GM/National Manager -Sales,411
Content Developer,412
Sales Executive/Officer,413
Software Developer,414
Documentation/Medical Writing,415
Logistics Manager,416
Software Developer,417
Nurse,418
Fresher,419
Equity Manager,420
Data Analyst,421
Associate/Senior Associate -(NonTechnical),422
Software Developer,423
Accounts Executive/Accountant,424
Physics Teacher,425
System Administrator,426
Telesales/Telemarketing Executive/Officer,427
Training Manager,428
Product/Brand Manager,429
Draughtsman,430
Team Lead/Technical Lead,431
Accounts Executive/Accountant,432
Software Developer,433
Team Lead/Technical Lead,434
Software Developer,435
Software Developer,436
Project Manager-IT/Software,437
Functional Outside Consultant,438
Software Developer,439
Software Developer,440
Architect,441
Associate/Senior Associate -(NonTechnical),442
Software Developer,443
Area Sales Manager,444
ERP Consultant,445
Sales/Business Development Manager,446
Software Developer,447
Web Designer,448
Associate/Senior Associate -(NonTechnical),449
Web Designer,450
Service/Maintenance Engineer,451
Software Developer,452
Sales/Business Development Manager,453
Client Relationship Manager,454
Head/VP/GM-HR,455
Sales Executive/Officer,456
Team Leader -(NonTechnical),457
Quality Assurance/Quality Control Executive,458
Sales/Business Development Manager,459
HR Executive,460
Software Developer,461
Technical/Process Trainer,462
HOD,463
Graphic/Web Designer,464
Network Administrator,465
Software Developer,466
Project Manager-Production/Manufacturing/Maintenance,467
Sales Executive/Officer,468
Recruitment Manager,469
Design Engineer,470
Software Developer,471
Analytics Manager,472
Associate/Senior Associate -(NonTechnical),473
Trainee,474
Documentation/Medical Writing,475
Design Engineer,476
Visualiser,477
Dean / Director,478
Recruitment Executive,479
Head/VP/GM-CFO/Financial Controller,480
Accounts Executive/Accountant,481
Associate/Senior Associate -(NonTechnical),482
Software Developer,483
Associate/Senior Associate -(Technical),484
Accounts Executive/Accountant,485
Software Developer,486
Software Developer,487
Associate/Senior Associate -(NonTechnical),488
Software Developer,489
Software Developer,490
Manager / Sr Manager - Facility Management,491
Restaurant Manager,492
Release Manager,493
Training Manager,494
Associate/Senior Associate -(NonTechnical),495
Tour Mngmt Executive,496
Associate/Senior Associate -(NonTechnical),497
Team Lead/Technical Lead,498
Software Developer,499
DBA,500
Testing Engineer,501
Team Lead/Technical Lead,502
Team Leader-Quality Assurance/Quality Control,503
Head/VP/GM-R&D,504
Testing Engineer,505
Transport/Distribution Manager,506
Software Developer,507
Accounts Executive/Accountant,508
Purchase/Vendor Development Manager,509
Software Developer,510
Associate/Senior Associate -(NonTechnical),511
Project Lead,512
Head/VP/GM-Recruitment,513
Associate/Senior Associate -(Technical),514
HR Executive,515
Associate/Senior Associate -(NonTechnical),516
Software Developer,517
Software Developer,518
Associate/Senior Associate -(NonTechnical),519
Software Developer,520
HR Executive,521
Software Developer,522
Sales/Business Development Manager,523
Associate/Senior Associate -(Technical),524
Analyst,525
Microbiologist,526
Associate/Senior Associate -(NonTechnical),527
Associate/Senior Associate -(NonTechnical),528
Broker/Trader,529
Associate/Senior Associate -(NonTechnical),530
"One of the most comprehensive portfolios of offerings on the market Sopra Steria, a European leader in digital transformation, provides one of the most comprehensive portfolios of offerings on the market, spanning consulting, systems integration, industry-specific solutions, infrastructure management and business process services. It provides end-to-end solutions to address the core business needs of large companies and organisations, helping them remain competitive and grow. Combining added value with innovative high-performance services, Sopra Steria excels in guiding its clients through their transformation projects to help them make the most of digital technology. With more than 44,000 employees in more than 20 countries, Sopra Steria generated revenue of 4.1billion in 2018.",531
Software Developer,532
Recruitment Manager,533
Telecalling/Telemarketing Executive,534
Technical Support Engineer,535
HR Manager,536
Documentation/Shipping-Executive/Manager,537
Project Manager-IT/Software,538
Software Developer,539
Software Developer,540
Medical Officer,541
Software Developer,542
Head/VP/GM/National Manager -Sales,543
Sales/Business Development Manager,544
Software Developer,545
Key Account Manager,546
Assistant Manager/Manager-(NonTechnical),547
Associate/Senior Associate -(Technical),548
Software Developer,549
Associate/Senior Associate -(NonTechnical),550
Telesales/Telemarketing Executive/Officer,551
Lecturer/Professor,552
Software Developer,553
Software Developer,554
Software Developer,555
Software Developer,556
Software Developer,557
Software Developer,558
Retail Store Manager,559
Graphic Designer,560
Chartered Accountant,561
Graphic/Web Designer,562
Team Lead/Technical Lead,563
Graphic/Web Designer,564
Software Developer,565
Head/VP/GM/National Manager -Sales,566
Graphic/Web Designer,567
Software Developer,568
Accounts Executive/Accountant,569
Software Developer,570
Software Developer,571
Testing Engineer,572
Sales Executive/Officer,573
Software Developer,574
Software Developer,575
Telecalling/Telemarketing Executive,576
Institutional Sales/Business Development Manager,577
Sales Executive/Officer,578
Accounts Executive/Accountant,579
Associate/Senior Associate -(NonTechnical),580
Quality Assurance/Quality Control Executive,581
Operations Manager,582
Associate/Senior Associate -(NonTechnical),583
Software Developer,584
Production Manager,585
Analytics Manager,586
Team Lead/Technical Lead,587
Interior Designer,588
Recruitment Executive,589
Events/Promotion Executive,590
Dean / Director,591
Sales/Business Development Manager,592
HR Manager,593
Testing Engineer,594
Staff Function,595
Software Developer,596
Software Developer,597
Functional Outside Consultant,598
Design Engineer,599
HR Executive,600
Software Developer,601
Associate/Senior Associate -(Technical),602
Operations Manager,603
Recruitment Executive,604
Management Information Systems(MIS)-Manager,605
Software Developer,606
Software Developer,607
Marketing Manager,608
Telesales/Telemarketing Executive/Officer,609
Software Developer,610
Sales/Business Development Manager,611
Sales Executive/Officer,612
Sales Executive/Officer,613
Sports / Physical Education Teacher,614
Testing Engineer,615
Outside Technical Consultant,616
Marketing Research Executive/Manager,617
Software Developer,618
Associate/Senior Associate -(NonTechnical),619
Software Developer,620
Testing Engineer,621
Software Developer,622
Software Developer,623
Technical Support Engineer,624
Software Developer,625
System Security,626
Medical Representative,627
Technical Architect,628
Software Developer,629
Software Developer,630
Software Developer,631
Software Developer,632
Technical Support Engineer,633
Software Developer,634
Nurse,635
Software Developer,636
Service/Maintenance Engineer,637
Graphic Designer,638
Design Engineer,639
Sales/Business Development Manager,640
Team Lead/Technical Lead,641
Software Developer,642
Company Secretary,643
Software Developer,644
Sales/Business Development Manager,645
Software Developer,646
Purchase Executive,647
Team Lead/Technical Lead,648
Marketing Manager,649
Analytical Chemistry Associate/Scientist,650
Sales Executive/Officer,651
Client Servicing/Key Account Manager,652
Business Analyst,653
Business Analyst,654
Testing Engineer,655
Associate/Senior Associate -(NonTechnical),656
Sports / Physical Education Teacher,657
Head/VP/GM/National Manager -Sales,658
Team Lead/Technical Lead,659
Head/VP/GM-Technology(IT)/CTO,660
Assistant Professor,661
Product Designer,662
Telecalling/Telemarketing Executive,663
Graphic Designer,664
Software Developer,665
Sales/Business Development Manager,666
Software Developer,667
Associate/Senior Associate -(NonTechnical),668
System Security,669
Software Developer,670
Sales/Business Development Manager,671
Software Developer,672
Sales/Business Development Manager,673
Curriculum Designer,674
Software Developer,675
Sales/Business Development Manager,676
Software Developer,677
Software Developer,678
Key Account Manager,679
Financial Analyst,680
Technical Support Engineer,681
Outside Consultant,682
Sales/Business Development Manager,683
Sales/Business Development Manager,684
Recruitment Executive,685
Sales Executive/Officer,686
Purchase Executive,687
Cabin Crew,688
Fresher,689
Chef De Partis,690
System Administrator,691
Content Developer,692
Business Analyst,693
Project Lead,694
Sales Executive/Officer,695
Branch Manager/Regional Manager,696
Software Developer,697
Sales/Business Development-Manager,698
Project Lead,699
Sales Executive/Officer,700
Associate/Senior Associate -(Technical),701
Sales Executive/Officer,702
Product/Brand Manager,703
Software Developer,704
Product Development Manager,705
Sales Executive/Officer,706
Trainee,707
Testing Engineer,708
Associate/Senior Associate -(NonTechnical),709
Trainee,710
Mechanical Engineer-Telecom,711
Marketing Manager,712
Sales Executive/Officer,713
Software Developer,714
Recruitment Executive,715
Software Developer,716
Software Developer,717
Accounts Executive/Accountant,718
Team Lead/Technical Lead,719
Software Developer,720
Administration Services/Medical Facilities,721
Network Administrator,722
Sales Executive/Officer,723
Software Developer,724
Team Lead/Technical Lead,725
System Analyst,726
Software Developer,727
Content Developer,728
User Experience Designer,729
Sales/Business Development Manager,730
Testing Engineer,731
Lecturer/Professor,732
Finance/Budgeting Manager,733
Graphic Designer,734
Assistant / Associate Marketing Manager,735
Sales / BD Manager,736
Team Lead/Technical Lead,737
Testing Engineer,738
Technical Architect,739
Sales Executive/Officer,740
Structural Engineer-Building,741
Software Developer,742
Interior Designer,743
Associate/Senior Associate -(NonTechnical),744
Telecalling/Telemarketing Executive,745
Accounts Executive/Accountant,746
Sales Executive/Officer,747
Software Developer,748
Software Developer,749
Sales/Business Development Manager,750
Software Developer,751
Quality Assurance/Quality Control Manager,752
Software Developer,753
Associate/Senior Associate -(NonTechnical),754
Software Developer,755
Software Developer,756
Software Developer,757
System Administrator,758
Software Developer,759
Associate/Senior Associate -(NonTechnical),760
Product/Brand Manager,761
Sales/Business Development Manager,762
Accounts Executive/Accountant,763
Team Lead/Technical Lead,764
"Design, plan, organize and execute the job assigned and area allotted for effective referral sales of hospital services, facilities and modern technology to doctors, consultants and clinics. Develop and stabilize good and meaningful relationship with consultants, doctors, hospitals and clinics. Forward the report weekly to the Manager and get the feedback. Act as a communication channel between doctors and hospital Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: Other Employment Type: Permanent Job, Full Time",765
Client Servicing/Key Account Manager,766
Software Developer,767
Team Lead/Technical Lead,768
Store Keeper/Warehouse Assistant,769
Search Engine Optimisation /SEO Specialist,770
Associate/Senior Associate -(NonTechnical),771
Software Developer,772
Merchandiser,773
Software Developer,774
Lecturer/Professor,775
Software Developer,776
Recruitment Manager,777
Software Developer,778
HR Manager,779
Software Developer,780
Content Developer,781
Software Developer,782
Business Development Manager,783
Animation/Graphic Artist,784
Product Manager,785
Branch Manager/Regional Manager,786
General Practitioner,787
Accounts Executive/Accountant,788
Software Developer,789
Software Developer,790
Sales Executive/Officer,791
Recruitment Executive,792
Team Lead/Technical Lead,793
Software Developer,794
Accounts Executive/Accountant,795
Software Developer,796
Network Planning Engineer,797
Administration Services/Medical Facilities,798
Associate/Senior Associate -(NonTechnical),799
Secretary/PA,800
Software Developer,801
Associate/Senior Associate -(Technical),802
Sales Executive/Officer,803
Technical Architect,804
Search Engine Optimisation /SEO Lead,805
Sales/Business Development Manager,806
Database Architect/Designer,807
Software Developer,808
Regional Manager,809
Sales Executive/Officer,810
Events/Promotion Executive,811
HR Executive,812
Apparel/Garment Designer,813
Head/VP/GM-Technology(IT)/CTO,814
Client Servicing/Key Account Manager,815
Software Developer,816
Workman/Foreman/Technician,817
Sales/Business Development Manager,818
Graphic Designer,819
Post Sales Consultant,820
Electrical Engineer-Commercial,821
Service/Maintenance Engineer,822
Associate/Senior Associate -(Technical),823
Lab Technician/Medical Technician/Lab Staff,824
Software Developer,825
Retail Store Manager,826
Associate/Senior Associate -(NonTechnical),827
Technical Architect,828
Sales Executive/Officer,829
Sales Executive/Officer,830
Sales/Business Development Manager,831
System Administrator,832
Software Developer,833
Accounts Executive/Accountant,834
Project Manager-IT/Software,835
Sales/Business Development Manager,836
System Administrator,837
Program Manager,838
Sales/Business Development Manager,839
Software Developer,840
Data Analyst,841
Maintenance Engineer,842
Associate/Senior Associate -(NonTechnical),843
Sales/Business Development Manager,844
Project Manager-Production/Manufacturing/Maintenance,845
Associate/Senior Associate -(NonTechnical),846
Production Manager,847
Head/VP/GM/National Manager -Sales,848
Medical Representative,849
Software Developer,850
Technical / Process Trainer,851
Team Lead/Technical Lead,852
Sales/Business Development Manager,853
Sales Executive/Officer,854
Fresher,855
Fresher,856
Company Secretary,857
Sales/Business Development Manager,858
Team Lead/Technical Lead,859
Software Developer,860
Associate/Senior Associate -(NonTechnical),861
Software Developer,862
Recruitment Executive,863
Regional Sales Manager,864
Sales/Business Development Manager,865
Associate/Senior Associate -(NonTechnical),866
Quality Assurance/Quality Control Manager,867
Regional Manager,868
Software Developer,869
Software Developer,870
Design Engineer,871
Head/VP/GM-Recruitment,872
Accounts Executive/Accountant,873
Trainee,874
Software Developer,875
Associate/Senior Associate -(Technical),876
Software Developer,877
Sales/Business Development Manager,878
Sales Executive/Officer,879
Sales/Business Development Manager,880
System Analyst,881
Telesales/Telemarketing Executive/Officer,882
Executive/ Sr Executive - Administration,883
Software Developer,884
Team Lead/Technical Lead,885
Functional Outside Consultant,886
Telecalling/Telemarketing Executive,887
Software Developer,888
Travel Agent,889
Hiring for Logistics company,890
Associate/Senior Associate -(NonTechnical),891
Software Developer,892
Construction-Residential,893
Software Developer,894
Functional Outside Consultant,895
Graphic Designer,896
Associate/Senior Associate -(NonTechnical),897
Assistant Professor,898
Software Developer,899
Software Developer,900
Purchase Executive,901
Software Developer,902
Soft Skills Trainer,903
Recruitment Executive,904
Associate/Senior Associate -(NonTechnical),905
Software Developer,906
HR Executive,907
Business Analyst,908
Software Developer,909
Software Developer,910
Associate/Senior Associate -(NonTechnical),911
Content Developer,912
Audit Manager,913
Customer Support Engineer/Technician,914
Medical Officer,915
Associate/Senior Associate -(NonTechnical),916
Software Developer,917
Accounts Executive/Accountant,918
Testing Engineer,919
Associate/Senior Associate -(NonTechnical),920
Sales Executive/Officer,921
Sales Executive/Officer,922
Associate/Senior Associate -(Technical),923
Associate/Senior Associate -(NonTechnical),924
Content Developer,925
