movieId,title,genres
4958,""Game Theory: The Complete Introduction" by William Spaniel",Course-Difficulty|Math-And-Logic
4963,""Machine Learning A-Z™: Hands-On Python & R In Data Science" by Kirill Eremenko, Hadelin de Ponteves",Computer-Science|Physics-And-Astronomy
4967,""Linear Algebra - Foundations to Frontiers" by The University of Texas at Austin",Math-And-Logic
4973,""Music Production in Ableton Live 10 - The Complete Course!" by Tomas Georg",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
4974,""Screenwriting: Write a Feature-Length Screenplay in 30 Days" by Industrial Scripts",Arts-And-Humanities
4975,""Electromagnetic Fields and Waves" by Ahmed Taha",Social-Science|Electrical-And-Mechanical-Engineering|Digital-Marketing|Physics-And-Astronomy
4979,""The Art of Critical Decision Making" by The Great Courses",Arts-And-Humanities|Math-And-Logic
4992,""Mechanical Engineering: Complete Introduction" by Olufisayo Jejelowo",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
4993,""Strategic Management: Concepts and Tools" by Chris Croft",Business-And-Management|Language-Learning
4994,""Typography for Designers & Developers - Don't suck at design" by Joe Natoli",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
4995,""Mathematical Problem Solving for Everyone" by Prof. Stanislav Ström",Math-And-Logic|Electrical-And-Mechanical-Engineering
5010,""Boolean Algebra: A Complete Study" by William Spaniel",Course-Difficulty|Math-And-Logic
5013,""Introduction to Logic: The Complete Course" by David Ross",Arts-And-Humanities|Math-And-Logic|Social-Science
5014,""Probability and Statistics for Business and Data Science" by Jose Portilla",Math-And-Logic
5015,""Abstract Algebra - Groups, Rings and Fields" by The University of Texas at Austin",Math-And-Logic|Electrical-And-Mechanical-Engineering
5025,""Drawing for Beginners: Learn to Draw Anything" by Robin Slee",Arts-And-Humanities
5026,""Understanding Cultural Diversity" by UC Davis",Course-Difficulty|Social-Science|Physics-And-Astronomy
5064,""Stock Market Investing for Beginners" by John Ducas",Course-Difficulty|Business-And-Management|Math-And-Logic|Physics-And-Astronomy
5065,""Cultural Anthropology: Understanding Ourselves and Others" by Dr. John Caffrey",Math-And-Logic|Language-Learning|Health|Social-Science|Physics-And-Astronomy
5066,""Mathematics for Machine Learning" by Imperial College London",Math-And-Logic|Electrical-And-Mechanical-Engineering
5072,""Adobe Illustrator CC 2022 MasterClass: Beginner to Advanced" by Phil Ebiner",Design|Digital-Marketing
5108,""TensorFlow 2.0: Deep Learning and Artificial Intelligence" by Lazy Programmer Team)",Computer-Science|Math-And-Logic|Physics-And-Astronomy
5110,""Biological Anthropology: An Evolutionary Perspective" by Todd Sanders",Arts-And-Humanities|Computer-Science|Social-Science
5128,""Russian Language Course - Authentic Dialects and Accents" by AbcEdu Online",Language-Learning|Health
5135,"Monsoon Wedding (2001)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5152,""Set Theory: A Complete Introduction" by Tadashi Tokieda",Course-Difficulty|Math-And-Logic
5171,""Supply Chain Management: Fundamentals, Design, Operations" by Krasimir Kirov",Course-Difficulty|Business-And-Management|Digital-Marketing
5218,""Business Ethics and Corporate Governance" by John Fraedrich",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
5219,"Finance for Non-Finance Managers" by Rayan Takki",Course-Difficulty|Health|Digital-Marketing|Physics-And-Astronomy
5220,""Graphic Design Elements for Non-Designers" by Martin Perhiniak",Course-Difficulty|Arts-And-Humanities
5254,""Mindfulness Practitioner Course (Level I, II, III & Master)" by Kain Ramsay",Course-Difficulty|Health|Physics-And-Astronomy
5265,""Editing Mastery: How to Edit Writing to Perfection" by Shani Raja",Arts-And-Humanities|Computer-Science|Math-And-Logic
5266,""Physics: Newton's Laws of Motion" by TELCOMA Global",Physics-And-Astronomy
5267,""Number Theory and Cryptography" by William Spaniel",Math-And-Logic
5283,""Storytelling Fundamentals: Character, Conflict, Context, Craft" by Daniel Jose Older",Arts-And-Humanities
5294,""The Complete Cyber Security Course: Hackers Exposed!" by Nathan House",Computer-Science|Math-And-Logic|Physics-And-Astronomy
5296,"Sweetest Thing, The (2002)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5299,"My Big Fat Greek Wedding (2002)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5313,""Learn German Language: Complete German Course - Beginners" by AbcEdu Online",Course-Difficulty|Business-And-Management|Language-Learning|Physics-And-Astronomy
5329,""CompTIA Security+ Certification (SY0-601): The Total Course" by Mike Meyers",Computer-Science|Math-And-Logic|Physics-And-Astronomy
5349,""The Complete SEO Course: Rank Your Website in Google Easily" by Daragh Walsh",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
5377,""Microcontroller Programming and Interfacing: Texas Instruments" by Israel Gbati",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
5378,""Instagram Marketing 2022: Complete Guide To Instagram Growth" by Benjamin Wilson",Course-Difficulty|Business-And-Management|Digital-Marketing
5380,""Functional Programming in Haskell: Supercharge Your Coding" by Renan Moura",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
5388,""Learn Database Design with MySQL" by Eduonix Learning Solutions",Course-Difficulty|Computer-Science|Math-And-Logic|Social-Science|Physics-And-Astronomy
5400,""Complex Analysis: A Comprehensive Course" by Derek Owens",Math-And-Logic|Physics-And-Astronomy
5418,""Quantum Physics: Concepts and Theories" by Christopher Gerry",Course-Difficulty|Social-Science|Physics-And-Astronomy
5419,""The History of Ancient Rome" by Dr. Eric Fournier",Business-And-Management|Environmental-Science|Arts-And-Humanities|Language-Learning|Social-Science
5444,""Environmental Science: Learn the Basics in Under 6 Hours" by George Nwihim",Business-And-Management|Design|Environmental-Science|Digital-Marketing
5445,""Node.js - The Complete Guide (MVC, REST APIs, GraphQL, Deno)" by Maximilian Schwarzmüller",Course-Difficulty|Computer-Science|Social-Science|Digital-Marketing|Physics-And-Astronomy
5449,""The Creative Writing Course: Twelve Authors Teach You How" by Margaret Atwood, Neil Gaiman, and more",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5459,""Writing Fiction That Sells" by Jessica Brody",Course-Difficulty|Arts-And-Humanities|Digital-Marketing
5463,"Reign of Fire (2002)",Course-Difficulty|Business-And-Management|Language-Learning
5464,""Full Stack Web Development Bootcamp 2022" by Dr. Angela Yu",Computer-Science|Math-And-Logic
5481,""Storytelling Fundamentals: Character, Conflict, Context, Craft" by Daniel José Older",Arts-And-Humanities
5502,"Signs (2002)",Health|Digital-Marketing|Physics-And-Astronomy
5505,""Mathematics for Machine Learning Specialization" - Imperial College London",Arts-And-Humanities|Math-And-Logic
5507,""Complete C# Unity Game Developer 3D" by Ben Tristem",Course-Difficulty|Computer-Science|Physics-And-Astronomy
5528,"One Hour Photo (2002)",Math-And-Logic|Physics-And-Astronomy
5574,""Java Programming Masterclass for Software Developers" by Tim Buchalka",Course-Difficulty|Computer-Science
5577,""Music Theory Comprehensive: Part 4 - Modes and Counterpoint" by Jason Allen",Arts-And-Humanities|Math-And-Logic
5608,""Data Science and Machine Learning Bootcamp with R" - University of California, Irvine",Math-And-Logic|Physics-And-Astronomy
5618,"Business Development & B2B Sales for Startups- Sales Valley",Business-And-Management|Design|Language-Learning
5620,""Complete Guitar System - Beginner to Advanced" by Erich Andreas",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5621,""Music Production in Logic Pro X: Audio Mixing for Podcasts" by Tomas George",Course-Difficulty|Arts-And-Humanities
5630,""The Complete Cyber Security Course: Hackers Exposed!" by Nathan House",Computer-Science|Social-Science|Physics-And-Astronomy
5669,"Machine Learning by Andrew Ng",Data-Science
5673,"Punch-Drunk Love (2002)",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
5679,"Introduction to Health and Wellness - Arizona State University",Health|Social-Science|Physics-And-Astronomy
5785,""The Ultimate Guide to Becoming a Drummer!" by Simon DasGupta",Course-Difficulty|Arts-And-Humanities|Data-Science
5791,""Statistics and R" - Duke University",Math-And-Logic|Electrical-And-Mechanical-Engineering
5810,""Introduction to Mathematical Thinking" - Stanford University",Math-And-Logic
5812,""Discrete Mathematics for Computer Scientists" - University of California, San Diego",Math-And-Logic|Electrical-And-Mechanical-Engineering
5816,"Complete Spanish Course: Learn Spanish for Beginners",Business-And-Management|Language-Learning
5872,"An Entire MBA in 1 Course: Award Winning Business School Prof",Course-Difficulty|Business-And-Management|Physics-And-Astronomy
5878,""Statistics Foundations"-Eddie Davila",Math-And-Logic|Electrical-And-Mechanical-Engineering
5881,"Advanced Microsoft Excel"-Curt Frye",Math-And-Logic|Electrical-And-Mechanical-Engineering|Digital-Marketing
5902,""Philosophy for Beginners! A Comprehensive Guide" by Marianne Talbot",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
5903,"Business Model Canvas 101: Entrepreneur's Guide to Business",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
5943,"Maid in Manhattan (2002)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5944,""Logic Pro X Essential Training"-Scott Hirsch",Course-Difficulty|Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
5945,""World War II: A Complete History" by Sean Adams",Arts-And-Humanities|Math-And-Logic
5952,"The Complete Business Plan Course (Includes 50 Templates)",Business-And-Management|Language-Learning
5954,""Learning Boolean Algebra"-Malcolm Shore",Computer-Science|Math-And-Logic
5956,"Gans generative adversarial model coursera",Computer-Science|Math-And-Logic
5957,""Digital Painting: From Beginner to Master" by Austin Batchelor",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
5989,""Mathematics for Computer Science"-Lawrence C. Paulson",Computer-Science|Math-And-Logic
5991,""Graphic Design Elements for Non-Designers" by Martin Perhiniak",Arts-And-Humanities|Computer-Science|Math-And-Logic
5992,""Statistics for Business Analytics and Data Science"-365 Careers",Math-And-Logic|Electrical-And-Mechanical-Engineering
5995,""Discrete Mathematics: An Open Introduction"-Oscar Levin",Math-And-Logic
6003,""CompTIA Security+ Certification (SY0-601): The Total Course" by Mike Meyers",Arts-And-Humanities|Computer-Science|Math-And-Logic|Physics-And-Astronomy
6016,""Linear Algebra for Beginners: Open Doors to Great Careers"-Bluelime Learning Solutions",Course-Difficulty|Business-And-Management|Computer-Science|Math-And-Logic|Physics-And-Astronomy
6058,"Foundations of Public Health Practice - Imperial College London",Health|Physics-And-Astronomy
6059,"Fundamentals of Physics - RIT (Rochester Institute of Technology)",Course-Difficulty|Physics-And-Astronomy
6155,""Character Art School: Complete Character Drawing Course" by Scott Harris",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
6156,""Typography for Designers & Developers - Don't suck at design" by Joe Natoli",Course-Difficulty|Business-And-Management|Arts-And-Humanities
6157,""Oracle SQL: Become a Certified SQL Developer From Scratch!" by Imtiaz Ahmad",Course-Difficulty|Computer-Science
6188,""Photography Masterclass: A Complete Guide to Photography" by Phil Ebiner",Arts-And-Humanities
6218,""Critical Thinking: The Art of Argument" by Steve Patterson",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
6281,""Probability and Statistics for Business and Data Science"-Jose Portilla",Math-And-Logic|Physics-And-Astronomy
6283,"Mechanics: Kinematics and Dynamics - Georgia Institute of Technology",Course-Difficulty|Design|Digital-Marketing|Physics-And-Astronomy
6287,""Symbolic Logic: A First Course" by Brian Rabern",Arts-And-Humanities
6294,"Bulletproof Monk (2003)",Course-Difficulty|Business-And-Management|Digital-Marketing
6296,""Creative Writing Specialization" by Wesleyan University",Arts-And-Humanities
6297,"Employee Motivation Masterclass: Build Motivation in the Workplace",Business-And-Management|Environmental-Science|Arts-And-Humanities|Social-Science
6323,"Epidemiology - University of North Carolina at Chapel Hill",Computer-Science|Health|Social-Science|Physics-And-Astronomy
6331,""Deep Learning A-Z™: Hands-On Artificial Neural Networks" by Kirill Eremenko, Hadelin de Ponteves",Data-Science
6333,"Einstein's Theory of Special Relativity and General Relativity - Stanford University",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
6365,"Exploring Time and Space: Gravitational Waves - University of Arizona",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
6367,""Modern Poetry" by University of Illinois at Urbana-Champaign",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
6373,""The Fiction of Relationship" by Brown University",Arts-And-Humanities|Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
6377,""Writing Professional Emails and Memos" by University of California, Irvine",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
6378,""MongoDB - The Complete Developer's Guide" by Maximilian Schwarzmüller",Course-Difficulty|Computer-Science
6383,"Quantum Mechanics: Quantum Physics in 3D Potentials - University of Geneva",Course-Difficulty|Computer-Science|Physics-And-Astronomy
6385,"Math for ML and DL AI4E coursera",Math-And-Logic
6482,""Shakespeare and his World" by University of Warwick",Arts-And-Humanities
6502,"Introduction to Breast Cancer - Yale University",Course-Difficulty|Health|Digital-Marketing
6503,"Financial Modeling for Business Analysts and Consultants",Course-Difficulty|Business-And-Management|Arts-And-Humanities|Computer-Science|Physics-And-Astronomy
6534,Accounting - Financial Accounting Total-Beginners to Advanced",Course-Difficulty|Business-And-Management|Digital-Marketing
6535,""Music Production" by Berklee College of Music",Arts-And-Humanities
6537,"Excel Crash Course: Master Excel for Financial Analysis",Course-Difficulty|Business-And-Management|Digital-Marketing
6539,""How to Make a Comic Book (Project-Centered Course)" by High Tech High Graduate School of Education",Course-Difficulty|Business-And-Management|Arts-And-Humanities|Language-Learning
6541,"Risk Management for Project Professionals",Course-Difficulty|Language-Learning|Digital-Marketing
6548,""DevOps: CI/CD with Jenkins Pipelines, Maven, and Docker" by Ricardo Andre Gonzalez Martinez",Course-Difficulty|Arts-And-Humanities|Computer-Science|Physics-And-Astronomy
6550,""Fundamentals of Music Theory" by The University of Edinburgh",Course-Difficulty|Arts-And-Humanities|Physics-And-Astronomy
6552,""CompTIA Security+ Certification (SY0-601): The Total Course" by Mike Meyers",Computer-Science|Math-And-Logic|Physics-And-Astronomy
6564,"The Complete Financial Analyst Course 2021",Course-Difficulty|Business-And-Management|Arts-And-Humanities|Electrical-And-Mechanical-Engineering|Physics-And-Astronomy
6565,"Data Science Math Skills - Duke University",Math-And-Logic
6586,""Jazz Improvisation" by Berklee College of Music",Arts-And-Humanities
6593,""Guitar for Beginners" by Berklee College of Music",Environmental-Science|Arts-And-Humanities|Language-Learning
6595,"Quantum Mechanics: Quantum Physics in 3D Potentials - University of Geneva",Course-Difficulty|Physics-And-Astronomy
6618,""The History of Modern Israel – Part II: Challenges of Israel as a sovereign state" by Tel Aviv University",Course-Difficulty|Arts-And-Humanities
6620,""The Ancient Greeks" by Wesleyan University",Arts-And-Humanities|Math-And-Logic
6708,"Matchstick Men (2003)",Arts-And-Humanities|Computer-Science|Math-And-Logic
6709,""Software Testing Masterclass: Complete Testing Course" by Ricardo Andre Gonzalez Martinez",Course-Difficulty|Business-And-Management|Computer-Science|Physics-And-Astronomy
6711,"Model Thinking - University of Michigan",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
6753,""Introduction to Philosophy" by The University of Edinburgh",Environmental-Science|Arts-And-Humanities|Math-And-Logic
6754,"Learn French Naturally For Children and the Young at Heart 1",Course-Difficulty|Language-Learning|Health
6755,""The Holocaust: The Destruction of European Jewry" by Wesleyan University",Arts-And-Humanities|Health
6764,"Injury Prevention - University of Michigan",Course-Difficulty|Business-And-Management|Arts-And-Humanities
6773,"Spanish Tenses Simplified: Master the Main Tenses FAST!",Design|Arts-And-Humanities|Language-Learning
6863,""African American History: From Emancipation to the Present" by Yale University",Arts-And-Humanities
6867,""Spanish for Successful Communication in Healthcare Settings" by Rice University",Arts-And-Humanities|Math-And-Logic
6870,""React - The Complete Guide (incl Hooks, React Router, Redux)" by Maximilian Schwarzmüller",Computer-Science|Math-And-Logic|Social-Science
6873,""Introduction to Linguistics" by The University of Sydney",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
6874,"Astronomy: Exploring Time and Space - University of Arizona",Course-Difficulty|Computer-Science|Physics-And-Astronomy
6879,"Quantum Mechanics and Quantum Computation - University of California, Santa Barbara",Math-And-Logic|Physics-And-Astronomy
6888,""Graphic Design Specialization" by California Institute of the Arts",Arts-And-Humanities|Health
6934,"The Science of the Solar System - California Institute of Technology",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
6936,"French for Beginners - Université de Lausanne",Environmental-Science|Arts-And-Humanities|Language-Learning
6942,""Photography Basics and Beyond: From Smartphone to DSLR" by Michigan State University",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
6947,"Master and Commander: The Far Side of the World (2003)",Business-And-Management|Math-And-Logic
6953,""React Native - The Practical Guide [2022 Edition]" by Maximilian Schwarzmüller",Computer-Science|Math-And-Logic|Social-Science|Electrical-And-Mechanical-Engineering|Physics-And-Astronomy
6957,""Ruby Programming Language - Complete Guide" by Udemy Instructor Team",Arts-And-Humanities|Computer-Science
6958,""Introduction to Art: Concepts & Techniques" by University of Melbourne",Environmental-Science|Arts-And-Humanities|Language-Learning|Health
7090,"The Lean Startup: Best course on Entrepreneurship",Course-Difficulty|Business-And-Management|Math-And-Logic
7137,""Creative Problem Solving" by University of Minnesota",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
7143,"Start & Run a Successful & Profitable Home SEO Business",Course-Difficulty|Business-And-Management|Math-And-Logic
7147,"Mathematics for Economics and Finance Specialization - University of Washington",Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
7149,""Game Design and Development" by Michigan State University",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
7150,"Stuck on You book",Arts-And-Humanities
7151,"Probability and Statistics for Business and Data Science",Math-And-Logic|Electrical-And-Mechanical-Engineering
7153,"Marketing Psychology: How To Become A Master Of Influence",Course-Difficulty|Business-And-Management|Math-And-Logic|Language-Learning
7154,"Multivariate Calculus - Imperial College London",Math-And-Logic|Electrical-And-Mechanical-Engineering
7156,"Real Analysis - École Polytechnique Fédérale de Lausanne",Data-Science
7160,""iOS 15 & Swift 5 - The Complete iOS App Development Course" by Angela Yu",Computer-Science|Math-And-Logic
7162,"Functional Programming in Scala Specialization - École Polytechnique Fédérale de Lausanne",Math-And-Logic|Electrical-And-Mechanical-Engineering
7163,"Astrophysics: Cosmology - National Research Nuclear University MEPhI",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
7173,""Creative Inspirations: Duarte Design, Presentation Design Studio" by Duarte Design",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
7254,"Advanced Linear Models for Data Science - Microsoft",Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
7263,"Introduction to Algebraic Structures - University of California, Irvine",Math-And-Logic
7265,"Mathematics for Artificial Intelligence - Microsoft",Math-And-Logic
7293,""Writing in Plain English" by Judy Steiner-Williams",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
7317,""Music Theory for Songwriters: Harmony" by Julian Velard",Business-And-Management|Arts-And-Humanities
7323,"Introduction to Probability and Statistics by MIT",Arts-And-Humanities|Math-And-Logic
7324,"Introduction to Commutative Algebra by MIT",Business-And-Management|Math-And-Logic
7325,"Introduction to Thermodynamics - University of Michigan",Course-Difficulty|Arts-And-Humanities|Computer-Science|Physics-And-Astronomy
7347,"Particle Physics: an Introduction - University of Geneva",Social-Science|Physics-And-Astronomy
7360,"Astrophysics: Cosmology - National Research Nuclear University MEPhI",Course-Difficulty|Math-And-Logic|Health|Physics-And-Astronomy
7361,"Complex Variables with Applications by MIT",Math-And-Logic|Electrical-And-Mechanical-Engineering|Digital-Marketing
7367,""GraphQL with React: The Complete Developers Guide" by Stephen Grider",Arts-And-Humanities|Computer-Science
7371,"Einstein's Theory of Special Relativity and General Relativity - Stanford University",Math-And-Logic|Social-Science|Physics-And-Astronomy
7373,"Italian Language and Culture for Beginners by Udemy",Course-Difficulty|Business-And-Management|Language-Learning|Health
7438,"Introduction to Classical Mechanics - University of Florida",Course-Difficulty|Math-And-Logic|Physics-And-Astronomy
7439,""MERN Stack Front To Back: Full Stack React, Redux & Node.js" by Brad Traversy",Course-Difficulty|Computer-Science|Physics-And-Astronomy
7444,""Philosophy and Ethics in the AI Age" by Kirk Borne",Arts-And-Humanities|Language-Learning|Electrical-And-Mechanical-Engineering
7445,""Kotlin for Android: Beginner to Advanced" by Mohammad Ily",Course-Difficulty|Computer-Science|Math-And-Logic|Social-Science|Physics-And-Astronomy
7451,""Photography Foundations: Composition" by Ben Long",Arts-And-Humanities
7454,"Six Sigma Green Belt (With Excel Application)",Course-Difficulty|Business-And-Management|Language-Learning|Health
